id_glosu	id_ucznia	id_kandydata
382	1699	19
383	1719	18
384	1654	24
385	1663	29
386	1703	44
387	1738	43
388	1731	77
389	1602	54
390	1717	65
391	1696	4
392	1645	67
393	1670	33
394	1731	33
395	1722	73
396	1625	33
397	1742	23
398	1621	57
399	1662	22
400	1637	33
401	1653	68
402	1710	63
403	1702	69
404	1604	10
405	1684	12
406	1690	49
407	1668	30
408	1709	40
409	1602	31
410	1664	8
411	1734	45
412	1639	16
413	1732	39
414	1710	5
415	1675	71
416	1749	28
417	1614	36
418	1678	27
419	1693	15
420	1610	70
421	1663	65
422	1635	78
423	1736	10
424	1632	24
425	1700	20
426	1746	63
427	1692	63
428	1683	11
429	1652	36
430	1734	63
431	1742	18
432	1666	61
433	1695	47
434	1702	4
435	1747	4
436	1689	18
437	1729	35
438	1603	29
439	1714	39
440	1656	73
441	1665	14
442	1735	46
443	1651	21
444	1678	71
445	1630	76
446	1755	23
447	1605	7
448	1636	56
449	1603	17
450	1679	58
451	1646	74
452	1652	36
453	1644	68
454	1672	24
455	1723	30
456	1718	22
457	1742	22
458	1631	28
459	1615	17
460	1608	25
461	1704	2
462	1738	27
463	1736	40
464	1715	27
465	1688	56
466	1705	66
467	1716	78
468	1697	49
469	1633	64
470	1609	52
471	1710	48
472	1678	57
473	1666	51
474	1715	77
475	1680	18
476	1610	5
477	1622	30
478	1748	10
479	1681	75
480	1712	39
481	1713	59
482	1701	44
483	1638	41
484	1757	8
485	1741	20
486	1757	36
487	1628	63
488	1704	63
489	1706	32
490	1607	68
491	1688	57
492	1688	56
493	1647	25
494	1629	42
495	1721	74
496	1742	50
497	1669	76
498	1724	41
499	1620	28
500	1605	21
501	1739	75
502	1685	51
503	1752	60
504	1695	57
505	1616	76
506	1720	48
507	1665	43
508	1713	57
509	1643	34
510	1619	63
511	1672	21
512	1604	60
513	1619	70
514	1623	50
515	1636	74
516	1647	68
517	1751	7
518	1687	14
519	1673	27
520	1703	38
521	1668	1
522	1622	78
523	1715	54
524	1724	3
525	1714	19
526	1642	16
527	1705	64
528	1604	72
529	1616	70
530	1729	67
531	1622	14
532	1680	72
533	1711	5
534	1742	11
535	1626	51
536	1720	32
537	1729	52
538	1674	25
539	1715	54
540	1749	65
541	1656	53
542	1725	36
543	1617	48
544	1668	18
545	1718	58
546	1632	36
547	1623	71
548	1686	4
549	1624	51
550	1602	75
551	1717	10
552	1749	43
553	1602	50
554	1682	35
555	1622	66
556	1610	78
557	1667	45
558	1703	44
559	1712	22
560	1659	75
561	1678	29
562	1648	53
563	1659	71
564	1670	18
565	1617	19
566	1738	38
567	1739	5
568	1633	52
569	1703	77
570	1685	68
571	1706	52
572	1687	49
573	1728	26
574	1688	17
575	1665	72
576	1720	38
577	1621	40
578	1743	47
579	1686	65
580	1733	76
581	1639	69
582	1664	37
583	1600	76
584	1755	70
585	1612	65
586	1630	43
587	1721	60
588	1673	29
589	1688	73
590	1717	45
591	1680	4
592	1632	72
593	1607	53
594	1690	59
595	1633	30
596	1694	67
597	1710	60
598	1731	29
599	1663	31
600	1633	15
601	1733	50
602	1756	14
603	1623	51
604	1746	13
605	1630	63
606	1750	24
607	1652	1
608	1739	76
609	1674	2
610	1672	36
611	1602	74
612	1660	74
613	1641	14
614	1603	17
615	1755	17
616	1655	65
617	1689	65
618	1724	56
619	1667	4
620	1645	46
621	1677	10
622	1756	64
623	1719	76
624	1640	16
625	1625	41
626	1658	56
627	1619	3
628	1635	70
629	1633	33
630	1736	44
631	1626	17
632	1652	77
633	1634	27
634	1728	20
635	1635	19
636	1729	67
637	1675	75
638	1655	31
639	1660	30
640	1612	19
641	1702	71
642	1603	58
643	1650	27
644	1654	50
645	1650	41
646	1676	62
647	1669	66
648	1672	10
649	1714	78
650	1744	53
651	1659	65
652	1614	35
653	1614	30
654	1710	70
655	1640	43
656	1707	14
657	1639	69
658	1648	24
659	1689	59
660	1678	17
661	1644	7
662	1687	11
663	1747	2
664	1703	48
665	1663	58
666	1669	29
667	1693	32
668	1609	63
669	1675	61
670	1716	18
671	1685	31
672	1668	10
673	1740	49
674	1654	34
675	1604	40
676	1600	18
677	1652	74
678	1718	36
679	1662	70
680	1730	42
681	1648	26
682	1726	13
683	1740	48
684	1711	31
685	1630	55
686	1605	6
687	1739	61
688	1677	37
689	1613	49
690	1648	67
691	1667	77
692	1606	2
693	1622	77
694	1731	54
695	1692	78
696	1657	76
697	1694	42
698	1642	72
699	1615	45
700	1610	62
701	1712	33
702	1600	62
703	1625	75
704	1659	3
705	1657	33
706	1638	9
707	1603	35
708	1740	49
709	1705	52
710	1662	53
711	1603	74
712	1651	34
713	1754	43
714	1609	67
715	1734	56
716	1620	72
717	1718	68
718	1634	58
719	1693	49
720	1603	49
721	1621	9
722	1739	20
723	1645	17
724	1688	19
725	1637	74
726	1639	18
727	1739	34
728	1700	42
729	1724	27
730	1740	48
731	1657	76
732	1656	42
733	1608	24
734	1727	73
735	1641	15
736	1714	47
737	1721	72
738	1693	23
739	1637	31
740	1688	31
741	1723	4
742	1635	7
743	1703	3
744	1730	42
745	1691	40
746	1658	35
747	1754	77
748	1747	10
749	1705	75
750	1678	34
751	1624	22
752	1727	67
753	1673	70
754	1625	66
755	1698	63
756	1623	45
757	1680	9
758	1630	24
759	1640	17
760	1752	28
761	1668	9
762	1697	38
763	1609	53
764	1619	40
765	1733	16
766	1620	17
767	1610	30
768	1683	34
769	1720	24
770	1744	20
771	1635	72
772	1691	31
773	1702	4
774	1661	65
775	1739	28
776	1632	76
777	1738	63
778	1657	20
779	1669	75
780	1730	75
781	1625	71
782	1727	1
783	1653	40
784	1754	61
785	1666	65
786	1660	18
787	1650	61
788	1635	21
789	1615	35
790	1693	22
791	1735	68
792	1694	56
793	1662	59
794	1724	24
795	1692	43
796	1689	20
797	1615	56
798	1716	51
799	1664	43
800	1631	28
801	1623	40
802	1663	59
803	1657	77
804	1604	54
805	1620	52
806	1697	24
807	1696	13
808	1704	10
809	1663	44
810	1641	6
811	1661	28
812	1605	6
813	1659	44
814	1717	30
815	1620	27
816	1618	32
817	1650	45
818	1695	40
819	1737	6
820	1726	36
821	1753	43
822	1617	61
823	1611	67
824	1689	15
825	1695	78
826	1672	51
827	1674	75
828	1738	46
829	1601	54
830	1690	68
831	1733	16
832	1627	52
833	1727	13
834	1673	52
835	1733	46
836	1679	78
837	1749	42
838	1675	35
839	1691	42
840	1682	9
841	1712	62
842	1694	78
843	1625	62
844	1744	9
845	1730	2
846	1670	13
847	1669	66
848	1600	47
849	1639	68
850	1700	44
851	1741	25
852	1722	45
853	1625	58
854	1719	49
855	1755	32
856	1627	38
857	1696	69
858	1750	26
859	1616	64
860	1725	15
861	1689	78
862	1730	66
863	1674	7
864	1744	51
865	1659	3
866	1671	4
867	1747	19
868	1692	32
869	1738	32
870	1650	33
871	1753	24
872	1627	53
873	1668	24
874	1621	34
875	1742	66
876	1620	73
877	1641	32
878	1635	75
879	1603	19
880	1696	14
881	1681	52
882	1724	73
883	1653	78
884	1638	38
885	1680	39
886	1714	1
887	1733	26
888	1619	29
889	1652	70
890	1709	20
891	1734	72
892	1671	68
893	1726	75
894	1717	42
895	1660	41
896	1655	57
897	1690	47
898	1739	43
899	1658	61
900	1665	7
901	1757	57
902	1670	41
903	1679	42
904	1734	9
905	1681	73
906	1747	28
907	1628	3
908	1621	13
909	1629	27
910	1678	19
911	1743	50
912	1699	71
913	1620	30
914	1610	58
915	1751	16
916	1696	4
917	1625	74
918	1621	42
919	1745	12
920	1684	7
921	1719	3
922	1604	30
923	1630	15
924	1600	16
925	1658	13
926	1696	30
927	1656	43
928	1730	20
929	1714	23
930	1623	44
931	1689	59
932	1630	33
933	1668	11
934	1613	15
935	1642	61
936	1706	65
937	1748	34
938	1656	47
939	1716	74
940	1672	39
941	1711	51
942	1694	50
943	1687	4
944	1706	50
945	1622	13
946	1690	71
947	1743	52
948	1698	61
949	1681	51
950	1607	12
951	1709	2
952	1608	12
953	1658	24
954	1607	25
955	1642	78
956	1743	63
957	1629	33
958	1702	24
959	1605	31
960	1697	61
961	1752	58
962	1693	20
963	1711	73
964	1697	31
965	1675	72
966	1666	21
967	1632	42
968	1724	76
969	1692	33
970	1732	58
971	1657	53
972	1755	52
973	1605	75
974	1605	23
975	1678	15
976	1712	78
977	1640	29
978	1707	53
979	1666	77
980	1721	76
981	1677	19
982	1737	39
983	1680	48
984	1644	19
985	1736	54
986	1612	7
987	1650	16
988	1683	5
989	1680	45
990	1641	36
991	1712	20
992	1693	78
993	1703	38
994	1722	10
995	1689	62
996	1637	8
997	1629	12
998	1681	78
999	1669	78
1000	1679	50
1001	1745	59
1002	1726	25
1003	1662	29
1004	1694	19
1005	1600	54
1006	1690	68
1007	1698	54
1008	1727	5
1009	1720	33
1010	1750	11
1011	1712	21
1012	1660	5
1013	1742	1
1014	1729	36
1015	1733	5
1016	1629	22
1017	1630	28
1018	1600	34
1019	1638	42
1020	1633	20
1021	1718	59
1022	1685	50
1023	1688	42
1024	1634	67
1025	1694	7
1026	1731	30
1027	1683	44
1028	1737	3
1029	1651	5
1030	1752	23
1031	1723	32
1032	1732	38
1033	1722	5
1034	1620	64
1035	1708	45
1036	1662	4
1037	1704	3
1038	1673	41
1039	1727	42
1040	1754	20
1041	1750	6
1042	1748	16
1043	1646	20
1044	1674	29
1045	1716	42
1046	1613	62
1047	1719	76
1048	1640	39
1049	1671	60
1050	1641	48
1051	1642	68
1052	1625	72
1053	1647	20
1054	1725	31
1055	1717	23
1056	1685	7
1057	1726	16
1058	1690	69
1059	1666	32
1060	1749	46
1061	1619	14
1062	1627	29
1063	1684	32
1064	1650	75
1065	1745	66
1066	1671	21
1067	1643	56
1068	1686	18
1069	1627	42
1070	1754	71
1071	1608	55
1072	1671	22
1073	1656	11
1074	1618	57
1075	1682	72
1076	1664	43
1077	1627	55
1078	1651	5
1079	1719	71
1080	1704	20
1081	1622	35
1082	1610	18
1083	1685	15
1084	1643	73
1085	1743	33
1086	1666	58
1087	1710	15
1088	1719	22
1089	1685	78
1090	1711	25
1091	1603	72
1092	1668	60
1093	1686	29
1094	1752	1
1095	1620	59
1096	1721	3
1097	1672	43
1098	1654	54
1099	1679	47
1100	1619	57
1101	1722	50
1102	1638	45
1103	1740	13
1104	1677	6
1105	1622	57
1106	1627	41
1107	1717	39
1108	1649	10
1109	1754	22
1110	1749	71
1111	1673	57
1112	1704	71
1113	1693	38
1114	1603	54
1115	1660	42
1116	1603	14
1117	1608	57
1118	1736	21
1119	1705	23
1120	1726	34
1121	1695	5
1122	1636	23
1123	1654	31
1124	1644	46
1125	1605	46
1126	1656	8
1127	1720	1
1128	1665	73
1129	1687	70
1130	1735	17
1131	1705	2
1132	1631	67
1133	1659	28
1134	1722	53
1135	1675	61
1136	1744	22
1137	1729	23
1138	1721	25
1139	1748	53
1140	1613	17
1141	1616	13
1142	1651	6
1143	1649	16
1144	1706	66
1145	1635	12
1146	1755	36
1147	1657	67
1148	1707	24
1149	1718	66
1150	1655	11
1151	1688	49
1152	1680	24
1153	1716	33
1154	1637	43
1155	1745	10
1156	1660	71
1157	1620	62
1158	1613	65
1159	1646	13
1160	1602	11
1161	1634	43
1162	1681	72
1163	1638	6
1164	1621	52
1165	1627	60
1166	1714	61
1167	1697	11
1168	1609	11
1169	1647	35
1170	1608	63
1171	1740	7
1172	1695	64
1173	1706	77
1174	1685	40
1175	1612	41
1176	1757	18
1177	1721	60
1178	1710	8
1179	1687	49
1180	1710	63
1181	1697	34
1182	1619	56
1183	1646	25
1184	1606	30
1185	1720	43
1186	1694	21
1187	1629	68
1188	1744	1
1189	1729	72
1190	1636	21
1191	1703	8
1192	1729	9
1193	1652	64
1194	1740	72
1195	1609	46
1196	1712	57
1197	1753	3
1198	1744	6
1199	1643	52
1200	1748	63
1201	1657	77
1202	1601	6
1203	1660	20
1204	1658	45
1205	1607	36
1206	1608	15
1207	1657	32
1208	1709	21
1209	1670	55
1210	1648	32
1211	1655	55
1212	1740	54
1213	1656	8
1214	1632	56
1215	1739	51
1216	1612	39
1217	1664	69
1218	1690	7
1219	1752	36
1220	1741	3
1221	1697	44
1222	1750	58
1223	1689	32
1224	1700	69
1225	1673	30
1226	1667	58
1227	1717	73
1228	1602	54
1229	1629	15
1230	1612	8
1231	1748	35
1232	1652	12
1233	1717	62
1234	1637	39
1235	1640	6
1236	1700	40
1237	1680	48
1238	1676	52
1239	1711	42
1240	1663	31
1241	1626	62
1242	1731	23
1243	1674	50
1244	1627	48
1245	1668	70
1246	1694	12
1247	1638	51
1248	1735	76
1249	1738	17
1250	1613	78
1251	1626	49
1252	1663	59
1253	1666	69
1254	1681	73
1255	1717	65
1256	1643	40
1257	1660	19
1258	1724	5
1259	1632	56
1260	1712	10
1261	1627	25
1262	1689	18
1263	1624	51
1264	1691	38
1265	1724	14
1266	1739	77
1267	1689	61
1268	1649	11
1269	1724	74
1270	1637	60
1271	1642	8
1272	1608	35
1273	1720	71
1274	1616	54
1275	1646	49
1276	1647	21
1277	1654	20
1278	1707	50
1279	1641	49
1280	1700	6
1281	1693	40
1282	1714	60
1283	1690	3
1284	1651	61
1285	1600	71
1286	1619	53
1287	1633	32
1288	1693	51
1289	1674	31
1290	1641	77
1291	1630	21
1292	1603	62
1293	1652	36
1294	1662	8
1295	1704	58
1296	1755	1
1297	1754	66
1298	1728	19
1299	1692	66
1300	1679	67
1301	1679	58
1302	1651	53
1303	1747	37
1304	1718	48
1305	1613	41
1306	1729	57
1307	1677	17
1308	1668	1
1309	1651	21
1310	1710	68
1311	1718	25
1312	1740	34
1313	1717	66
1314	1721	59
1315	1606	61
1316	1607	66
1317	1743	23
1318	1700	25
1319	1614	54
1320	1751	60
1321	1721	47
1322	1680	62
1323	1733	44
1324	1723	64
1325	1686	77
1326	1723	17
1327	1636	63
1328	1641	62
1329	1679	53
1330	1631	11
1331	1621	75
1332	1622	25
1333	1645	25
1334	1684	8
1335	1657	44
1336	1756	42
1337	1739	78
1338	1608	16
1339	1689	23
1340	1719	13
1341	1653	43
1342	1731	67
1343	1676	67
1344	1645	64
1345	1618	73
1346	1684	24
1347	1624	71
1348	1686	31
1349	1706	10
1350	1750	3
1351	1700	40
1352	1680	29
1353	1632	15
1354	1737	76
1355	1627	44
1356	1757	4
1357	1630	28
1358	1752	11
1359	1706	5
1360	1648	72
1361	1616	71
1362	1701	70
1363	1625	78
1364	1730	25
1365	1743	11
1366	1620	36
1367	1742	52
1368	1621	44
1369	1629	17
1370	1724	24
1371	1640	31
1372	1649	3
1373	1678	62
1374	1675	10
1375	1747	68
1376	1662	31
1377	1756	73
1378	1685	6
1379	1646	43
1380	1691	22
1381	1716	61
1382	1750	24
1383	1643	36
1384	1649	61
1385	1633	9
1386	1607	73
1387	1621	32
1388	1667	52
1389	1729	27
1390	1725	24
1391	1603	52
1392	1718	19
1393	1728	65
1394	1744	50
1395	1699	18
1396	1735	44
1397	1695	65
1398	1709	5
1399	1733	73
1400	1628	63
1401	1677	35
1402	1741	24
1403	1719	65
1404	1649	32
1405	1662	38
1406	1739	1
1407	1690	38
1408	1615	52
1409	1723	22
1410	1661	40
1411	1740	34
1412	1623	21
1413	1747	43
1414	1604	40
1415	1754	22
1416	1643	67
1417	1679	48
1418	1621	61
1419	1639	67
1420	1742	66
1421	1736	20
1422	1706	39
1423	1755	47
1424	1684	47
1425	1683	7
1426	1755	41
1427	1656	44
1428	1709	44
1429	1711	77
1430	1631	78
1431	1651	52
1432	1682	55
1433	1747	29
1434	1730	40
1435	1757	50
1436	1677	29
1437	1706	19
1438	1724	67
1439	1679	36
1440	1644	49
1441	1727	74
1442	1624	30
1443	1720	47
1444	1701	8
1445	1661	8
1446	1650	51
1447	1753	1
1448	1650	78
1449	1663	32
1450	1640	12
1451	1643	62
1452	1718	23
1453	1721	29
1454	1706	70
1455	1757	21
1456	1734	52
1457	1712	19
1458	1739	10
1459	1721	39
1460	1669	46
1461	1725	18
1462	1693	5
1463	1734	74
1464	1623	4
1465	1694	1
1466	1681	64
1467	1638	64
1468	1623	36
1469	1723	51
1470	1723	74
1471	1709	26
1472	1655	64
1473	1642	33
1474	1623	48
1475	1606	11
1476	1716	33
1477	1723	51
1478	1742	51
1479	1728	12
1480	1636	41
1481	1662	9
1482	1738	29
1483	1652	21
1484	1728	6
1485	1700	77
1486	1714	30
1487	1679	18
1488	1727	32
1489	1667	59
1490	1620	32
1491	1692	29
1492	1600	53
1493	1656	36
1494	1756	15
1495	1642	15
1496	1633	66
1497	1653	9
1498	1673	77
1499	1694	25
1500	1750	55
1501	1623	4
1502	1690	17
1503	1623	45
1504	1633	76
1505	1647	52
1506	1636	53
1507	1631	4
1508	1600	36
1509	1677	8
1510	1646	68
1511	1699	1
1512	1755	55
1513	1690	44
1514	1624	40
1515	1728	23
1516	1686	51
1517	1674	45
1518	1640	66
1519	1691	7
1520	1649	42
1521	1690	74
1522	1640	60
1523	1747	65
1524	1628	57
1525	1631	30
1526	1627	17
1527	1709	23
1528	1707	59
1529	1609	58
1530	1717	8
1531	1704	26
1532	1726	75
1533	1657	67
1534	1617	71
1535	1716	52
1536	1612	76
1537	1656	21
1538	1652	25
1539	1651	41
1540	1600	28
1541	1681	65
1542	1616	5
1543	1686	36
1544	1602	30
1545	1746	32
1546	1743	26
1547	1660	12
1548	1669	59
1549	1694	33
1550	1650	71
1551	1708	14
1552	1734	8
1553	1678	49
1554	1670	37
1555	1685	33
1556	1727	78
1557	1687	23
1558	1634	52
1559	1606	44
1560	1658	19
1561	1637	66
1562	1613	16
1563	1603	4
1564	1679	77
1565	1617	38
1566	1720	13
1567	1611	53
1568	1709	38
1569	1604	78
1570	1604	55
1571	1753	15
1572	1646	11
1573	1674	40
1574	1658	70
1575	1702	15
1576	1664	39
1577	1739	24
1578	1672	13
1579	1717	32
1580	1664	37
1581	1626	8
1582	1663	73
1583	1659	60
1584	1713	31
1585	1693	49
1586	1708	38
1587	1645	35
1588	1671	38
1589	1672	42
1590	1719	46
1591	1682	13
1592	1677	67
1593	1646	47
1594	1631	5
1595	1714	24
1596	1726	32
1597	1719	78
1598	1631	22
1599	1738	43
1600	1682	11
1601	1619	20
1602	1726	72
1603	1720	70
1604	1636	31
1605	1671	28
1606	1725	53
1607	1743	35
1608	1629	57
1609	1710	64
1610	1669	76
1611	1627	65
1612	1691	69
1613	1639	37
1614	1693	11
1615	1628	58
1616	1715	37
1617	1634	61
1618	1622	63
1619	1745	41
1620	1608	44
1621	1648	36
1622	1740	44
1623	1692	74
1624	1691	35
1625	1628	61
1626	1629	8
1627	1658	55
1628	1668	78
1629	1635	67
1630	1748	71
1631	1624	40
1632	1755	73
1633	1694	16
1634	1625	27
1635	1645	58
1636	1641	13
1637	1723	20
1638	1707	69
1639	1690	63
1640	1618	6
1641	1620	78
1642	1660	56
1643	1732	24
1644	1626	41
1645	1751	58
1646	1670	59
1647	1666	74
1648	1649	29
1649	1730	72
1650	1735	74
1651	1633	54
1652	1628	72
1653	1704	42
1654	1720	65
1655	1601	7
1656	1685	11
1657	1751	43
1658	1741	42
1659	1749	2
1660	1686	7
1661	1727	24
1662	1751	27
1663	1742	73
1664	1713	65
1665	1672	4
1666	1691	21
1667	1718	36
1668	1677	31
1669	1676	27
1670	1710	47
1671	1619	26
1672	1603	67
1673	1727	47
1674	1675	13
1675	1739	54
1676	1748	3
1677	1745	11
1678	1743	11
1679	1666	15
1680	1630	58
1681	1625	45
1682	1716	1
1683	1689	18
1684	1711	46
1685	1682	70
1686	1729	44
1687	1745	66
1688	1735	45
1689	1679	35
1690	1602	32
1691	1621	38
1692	1751	22
1693	1711	30
1694	1661	13
1695	1651	26
1696	1741	55
1697	1645	40
1698	1624	2
1699	1724	43
1700	1648	37
1701	1757	1
1702	1679	40
1703	1661	23
1704	1704	10
1705	1675	57
1706	1677	49
1707	1756	2
1708	1657	46
1709	1604	14
1710	1649	66
1711	1603	49
1712	1699	44
1713	1615	52
1714	1627	41
1715	1703	38
1716	1735	47
1717	1659	51
1718	1633	52
1719	1641	53
1720	1715	77
1721	1615	74
1722	1646	24
1723	1700	52
1724	1614	59
1725	1604	54
1726	1666	36
1727	1634	54
1728	1678	42
1729	1723	46
1730	1637	7
1731	1642	58
1732	1690	8
1733	1694	28
1734	1757	69
1735	1713	17
1736	1707	41
1737	1655	58
1738	1613	6
1739	1676	4
1740	1616	29
1741	1609	22
1742	1697	2
1743	1639	54
1744	1615	8
1745	1666	56
1746	1691	52
1747	1719	30
1748	1633	32
1749	1612	66
1750	1634	73
1751	1749	12
1752	1732	32
1753	1670	30
1754	1647	18
1755	1723	9
1756	1741	17
1757	1718	36
1758	1623	39
1759	1696	17
1760	1636	8
1761	1655	54
1762	1612	60
1763	1607	20
1764	1631	63
1765	1718	71
1766	1624	15
1767	1747	8
1768	1685	44
1769	1730	33
1770	1690	46
1771	1741	14
1772	1726	4
1773	1676	71
1774	1625	65
1775	1601	16
1776	1636	19
1777	1618	74
1778	1756	46
1779	1734	56
1780	1731	53
1781	1729	29
1782	1757	66
1783	1670	66
1784	1704	71
1785	1637	35
1786	1662	66
1787	1615	76
1788	1713	76
1789	1657	42
1790	1675	67
1791	1699	12
1792	1621	29
1793	1757	69
1794	1602	60
1795	1707	28
1796	1753	30
1797	1750	7
1798	1601	54
1799	1714	17
1800	1737	8
1801	1611	17
1802	1709	38
1803	1720	29
1804	1750	5
1805	1690	52
1806	1607	25
1807	1727	72
1808	1754	55
1809	1612	63
1810	1752	18
1811	1601	68
1812	1729	72
1813	1628	14
1814	1656	54
1815	1677	9
1816	1702	51
1817	1726	28
1818	1616	71
1819	1721	16
1820	1607	31
1821	1711	6
1822	1685	6
1823	1641	52
1824	1690	75
1825	1622	2
1826	1720	42
1827	1601	41
1828	1712	23
1829	1716	8
1830	1626	27
1831	1634	11
1832	1739	26
1833	1685	66
1834	1619	8
1835	1655	50
1836	1677	21
1837	1675	51
1838	1756	8
1839	1723	62
1840	1617	61
1841	1703	23
1842	1697	7
1843	1615	57
1844	1638	24
1845	1653	74
1846	1660	36
1847	1616	59
1848	1741	66
1849	1660	17
1850	1642	14
1851	1681	29
1852	1733	63
1853	1653	71
1854	1606	45
1855	1701	24
1856	1697	64
1857	1660	34
1858	1627	59
1859	1663	6
1860	1734	65
1861	1726	13
1862	1683	38
1863	1600	60
1864	1606	37
1865	1653	52
1866	1682	70
1867	1699	43
1868	1706	40
1869	1728	32
